A1	CD	n
A1	DVD	n
A1	December	n
A1	February	n
A1	Friday	n
A1	I	pron
A1	January	n
A1	July	n
A1	June	n
A1	March	n
A1	May	n
A1	Monday	n
A1	November	n
A1	OK	adj
A1	OK	adv
A1	OK	exclam
A1	October	n
A1	Saturday	n
A1	September	n
A1	Sunday	n
A1	T-shirt	n
A1	TV	n
A1	Thursday	n
A1	Tuesday	n
A1	Wednesday	n
A1	beer	n
A1	before	prep
A1	begin	v
A1	beginning	n
A1	behind	adv
A1	behind	prep
A1	believe	v
A1	below	adv
A1	below	prep
A1	best	adj
A1	better	adj
A1	between	prep
A1	bicycle	n
A1	big	adj
A1	bike	n
A1	bill	n
A1	bird	n
A1	birthday	n
A1	black	adj
A1	black	n
A1	blog	n
A1	blonde	adj
A1	blue	adj
A1	blue	n
A1	boat	n
A1	body	n
A1	book	n
A1	boot	n
A1	bored	adj
A1	boring	adj
A1	born	v
A1	both	det
A1	both	pron
A1	bottle	n
A1	box	n
A1	boy	n
A1	boyfriend	n
A1	bread	n
A1	break	n
A1	break	v
A1	breakfast	n
A1	bring	v
A1	brother	n
A1	brown	adj
A1	brown	n
A1	build	v
A1	building	n
A1	bus	n
A1	business	n
A1	busy	adj
A1	but	conj
A1	butter	n
A1	buy	v
A1	by	prep
A1	bye	exclam
A1	cafe	n
A1	cake	n
A1	call	n
A1	call	v
A1	camera	n
A1	can	modal
A1	can	v
A1	cannot	v
A1	capital	adj
A1	capital	n
A1	car	n
A1	card	n
A1	career	n
A1	carrot	n
A1	carry	v
A1	cat	n
A1	cent	n
A1	centre	n
A1	century	n
A1	chair	n
A1	change	n
A1	change	v
A1	chart	n
A1	cheap	adj
A1	check	v
A1	cheese	n
A1	chicken	n
A1	child	n
A1	chocolate	n
A1	choose	v
A1	cinema	n
A1	city	n
A1	class	n
A1	classroom	n
A1	clean	adj
A1	clean	v
A1	climb	v
A1	clock	n
A1	close	v
A1	clothes	n
A1	club	n
A1	coat	n
A1	coffee	n
A1	cold	adj
A1	cold	n
A1	college	n
A1	colour	n
A1	come	v
A1	common	adj
A1	common	n
A1	company	n
A1	compare	v
A1	complete	adj
A1	complete	v
A1	computer	n
A1	concert	n
A1	conversation	n
A1	cook	v
A1	cooking	n
A1	cool	adj
A1	correct	adj
A1	correct	v
A1	cost	n
A1	cost	v
A1	could	modal
A1	could	v
A1	country	n
A1	course	n
A1	cousin	n
A1	cow	n
A1	cream	n
A1	create	v
A1	culture	n
A1	cup	n
A1	customer	n
A1	cut	v
A1	dad	n
A1	dance	n
A1	dance	v
A1	dancer	n
A1	dancing	n
A1	dangerous	adj
A1	dark	adj
A1	date	n
A1	daughter	n
A1	day	n
A1	dear	adj
A1	decide	v
A1	delicious	adj
A1	describe	v
A1	description	n
A1	design	n
A1	design	v
A1	desk	n
A1	detail	n
A1	dialogue	n
A1	dictionary	n
A1	die	v
A1	diet	n
A1	difference	n
A1	different	adj
A1	difficult	adj
A1	dinner	n
A1	dirty	adj
A1	discuss	v
A1	dish	n
A1	do	auxiliary
A1	do	v
A1	do	v
A1	doctor	n
A1	dog	n
A1	dollar	n
A1	door	n
A1	down	adv
A1	down	prep
A1	downstairs	adv
A1	draw	v
A1	dress	n
A1	dress	v
A1	drink	n
A1	drink	v
A1	drive	v
A1	driver	n
A1	during	prep
A1	each	adv
A1	each	det
A1	each	pron
A1	ear	n
A1	early	adj
A1	early	adv
A1	east	adj
A1	east	adv
A1	east	n
A1	easy	adj
A1	eat	v
A1	egg	n
A1	eight	number
A1	eighteen	number
A1	eighty	number
A1	elephant	n
A1	eleven	number
A1	else	adv
A1	email	n
A1	email	v
A1	end	n
A1	end	v
A1	enjoy	v
A1	enough	adv
A1	enough	det
A1	enough	pron
A1	euro	n
A1	even	adv
A1	evening	n
A1	event	n
A1	ever	adv
A1	every	det
A1	everybody	pron
A1	everyone	pron
A1	everything	pron
A1	exam	n
A1	example	n
A1	excited	adj
A1	exciting	adj
A1	exercise	n
A1	exercise	v
A1	expensive	adj
A1	explain	v
A1	extra	adj
A1	eye	n
A1	face	n
A1	fact	n
A1	fall	v
A1	false	adj
A1	family	adj
A1	family	n
A1	famous	adj
A1	fantastic	adj
A1	far	adv
A1	farm	n
A1	farmer	n
A1	fast	adj
A1	fast	adv
A1	fat	adj
A1	father	n
A1	favourite	adj
A1	favourite	n
A1	feel	v
A1	feeling	n
A1	festival	n
A1	few	adj
A1	few	det
A1	few	pron
A1	fifteen	number
A1	fifth	number
A1	fifty	number
A1	fill	v
A1	film	n
A1	final	adj
A1	find	v
A1	fine	adj
A1	finish	v
A1	fire	n
A1	first	adv
A1	first	det
A1	first	number
A1	fish	n
A1	five	number
A1	flat	n
A1	flight	n
A1	floor	n
A1	flower	n
A1	fly	v
A1	follow	v
A1	food	n
A1	foot	n
A1	football	n
A1	for	prep
A1	forget	v
A1	form	n
A1	form	v
A1	forty	number
A1	four	number
A1	fourteen	number
A1	fourth	number
A1	free	adj
A1	friend	n
A1	friendly	adj
A1	from	prep
A1	front	adj
A1	front	n
A1	fruit	n
A1	full	adj
A1	fun	n
A1	funny	adj
A1	future	n
A1	game	n
A1	garden	n
A1	geography	n
A1	get	v
A1	girl	n
A1	girlfriend	n
A1	give	v
A1	glass	n
A1	go	v
A1	good	adj
A1	goodbye	exclam
A1	goodbye	n
A1	grandfather	n
A1	grandmother	n
A1	grandparent	n
A1	great	adj
A1	green	adj
A1	green	n
A1	grey	adj
A1	grey	n
A1	group	n
A1	grow	v
A1	guess	n
A1	guess	v
A1	guitar	n
A1	gym	n
A1	hair	n
A1	half	det
A1	half	n
A1	half	pron
A1	hand	n
A1	happen	v
A1	happy	adj
A1	hard	adj
A1	hard	adv
A1	hat	n
A1	hate	v
A1	have	v
A1	have-to	modal
A1	have-to	v
A1	he	pron
A1	head	n
A1	health	n
A1	healthy	adj
A1	hear	v
A1	hello	exclam
A1	hello	n
A1	help	n
A1	help	v
A1	her	det
A1	her	pron
A1	here	adv
A1	hey	exclam
A1	hi	exclam
A1	high	adj
A1	him	pron
A1	his	det
A1	history	n
A1	hobby	n
A1	holiday	n
A1	home	adv
A1	home	n
A1	homework	n
A1	hope	v
A1	horse	n
A1	hospital	n
A1	hot	adj
A1	hotel	n
A1	hour	n
A1	house	n
A1	how	adv
A1	however	adv
A1	hundred	number
A1	hungry	adj
A1	husband	n
A1	ice	n
A1	ice-cream	n
A1	idea	n
A1	if	conj
A1	imagine	v
A1	important	adj
A1	improve	v
A1	in	adv
A1	in	prep
A1	include	v
A1	information	n
A1	interest	n
A1	interest	v
A1	interested	adj
A1	interesting	adj
A1	internet	n
A1	interview	n
A1	interview	v
A1	into	prep
A1	introduce	v
A1	island	n
A1	it	pron
A1	its	det
A1	jacket	n
A1	jeans	n
A1	job	n
A1	join	v
A1	journey	n
A1	juice	n
A1	just	adv
A1	keep	v
A1	key	adj
A1	key	n
A1	kilometre	n
A1	kind	n
A1	kitchen	n
A1	know	v
A1	land	n
A1	language	n
A1	large	adj
A1	last	det
A1	late	adj
A1	late	adv
A1	later	adv
A1	laugh	n
A1	laugh	v
A1	learn	v
A1	leave	v
A1	left	adj
A1	left	adv
A1	left	n
A1	leg	n
A1	lesson	n
A1	let	v
A1	letter	n
A1	library	n
A1	lie	v
A1	life	n
A1	light	adj
A1	light	n
A1	like	prep
A1	like	v
A1	line	n
A1	lion	n
A1	list	n
A1	list	v
A1	listen	v
A1	little	adj
A1	little	det
A1	little	pron
A1	live	v
A1	local	adj
A1	long	adj
A1	long	adv
A1	look	v
A1	lose	v
A1	lot	adv
A1	lot	det
A1	lot	pron
A1	love	n
A1	love	v
A1	lunch	n
A1	machine	n
A1	magazine	n
A1	main	adj
A1	make	v
A1	man	n
A1	many	det
A1	many	pron
A1	map	n
A1	market	n
A1	married	adj
A1	match	n
A1	match	v
A1	maybe	adv
A1	me	pron
A1	meal	n
A1	mean	v
A1	meaning	n
A1	meat	n
A1	meet	v
A1	meeting	n
A1	member	n
A1	menu	n
A1	message	n
A1	metre	n
A1	midnight	n
A1	mile	n
A1	milk	n
A1	million	number
A1	minute	n
A1	miss	v
A1	mistake	n
A1	model	n
A1	modern	adj
A1	moment	n
A1	money	n
A1	month	n
A1	more	adv
A1	more	det
A1	more	pron
A1	morning	n
A1	most	adv
A1	most	det
A1	most	pron
A1	mother	n
A1	mountain	n
A1	mouse	n
A1	mouth	n
A1	move	v
A1	movie	n
A1	much	adv
A1	much	det
A1	much	pron
A1	mum	n
A1	museum	n
A1	music	n
A1	must	modal
A1	must	v
A1	my	det
A1	name	n
A1	name	v
A1	natural	adj
A1	near	adj
A1	near	adv
A1	near	prep
A1	need	v
A1	negative	adj
A1	neighbour	n
A1	never	adv
A1	new	adj
A1	news	n
A1	newspaper	n
A1	next	adj
A1	next	adv
A1	next-to	prep
A1	nice	adj
A1	night	n
A1	nine	number
A1	nineteen	number
A1	ninety	number
A1	no	det
A1	no	exclam
A1	no-one	pron
A1	nobody	pron
A1	north	adj
A1	north	adv
A1	north	n
A1	nose	n
A1	not	adv
A1	note	n
A1	nothing	pron
A1	now	adv
A1	number	n
A1	nurse	n
A1	o'clock	adv
A1	object	n
A1	of	prep
A1	off	adv
A1	off	prep
A1	office	n
A1	often	adv
A1	oh	exclam
A1	old	adj
A1	on	adv
A1	on	prep
A1	once	adv
A1	one	det
A1	one	number
A1	one	pron
A1	onion	n
A1	online	adj
A1	online	adv
A1	only	adj
A1	only	adv
A1	open	adj
A1	open	v
A1	opinion	n
A1	opposite	adj
A1	opposite	adv
A1	opposite	n
A1	opposite	prep
A1	or	conj
A1	orange	adj
A1	orange	n
A1	order	n
A1	order	v
A1	other	adj
A1	other	pron
A1	our	det
A1	out	adv
A1	out	prep
A1	outside	adv
A1	over	adv
A1	over	prep
A1	own	adj
A1	own	pron
A1	page	n
A1	paint	n
A1	paint	v
A1	painting	n
A1	pair	n
A1	paper	n
A1	paragraph	n
A1	parent	n
A1	park	n
A1	park	v
A1	part	n
A1	partner	n
A1	party	n
A1	passport	n
A1	past	adj
A1	past	n
A1	past	prep
A1	pay	v
A1	pen	n
A1	pencil	n
A1	people	n
A1	pepper	n
A1	perfect	adj
A1	period	n
A1	person	n
A1	personal	adj
A1	phone	n
A1	phone	v
A1	photo	n
A1	photograph	n
A1	phrase	n
A1	piano	n
A1	picture	n
A1	piece	n
A1	pig	n
A1	pink	adj
A1	pink	n
A1	place	n
A1	plan	n
A1	plan	v
A1	plane	n
A1	plant	n
A1	play	n
A1	play	v
A1	player	n
A1	please	exclam
A1	point	n
A1	police	n
A1	policeman	n
A1	pool	n
A1	poor	adj
A1	popular	adj
A1	positive	adj
A1	possible	adj
A1	post	n
A1	post	v
A1	potato	n
A1	pound	n
A1	practice	n
A1	practise	v
A1	prefer	v
A1	prepare	v
A1	present	adj
A1	present	n
A1	pretty	adj
A1	pretty	adv
A1	price	n
A1	probably	adv
A1	problem	n
A1	product	n
A1	programme	n
A1	project	n
A1	purple	adj
A1	purple	n
A1	put	v
A1	quarter	n
A1	question	n
A1	quick	adj
A1	quickly	adv
A1	quiet	adj
A1	quite	adv
A1	radio	n
A1	rain	n
A1	rain	v
A1	read	v
A1	reader	n
A1	reading	n
A1	ready	adj
A1	real	adj
A1	really	adv
A1	reason	n
A1	red	adj
A1	red	n
A1	relax	v
A1	remember	v
A1	repeat	v
A1	report	n
A1	restaurant	n
A1	result	n
A1	return	n
A1	return	v
A1	rice	n
A1	rich	adj
A1	ride	v
A1	right	adj
A1	right	adv
A1	right	n
A1	river	n
A1	road	n
A1	room	n
A1	routine	n
A1	rule	n
A1	run	v
A1	sad	adj
A1	salad	n
A1	salt	n
A1	same	adj
A1	same	adv
A1	same	pron
A1	sandwich	n
A1	say	v
A1	school	n
A1	science	n
A1	scientist	n
A1	sea	n
A1	second	det
A1	second	n
A1	second	number
A1	section	n
A1	see	v
A1	sell	v
A1	send	v
A1	sentence	n
A1	seven	number
A1	seventeen	number
A1	seventy	number
A1	share	v
A1	she	pron
A1	sheep	n
A1	shirt	n
A1	shoe	n
A1	shop	n
A1	shop	v
A1	shopping	n
A1	short	adj
A1	should	modal
A1	should	v
A1	show	n
A1	show	v
A1	shower	n
A1	sick	adj
A1	similar	adj
A1	sing	v
A1	singer	n
A1	sister	n
A1	sit	v
A1	situation	n
A1	six	number
A1	sixteen	number
A1	sixty	number
A1	skill	n
A1	skirt	n
A1	sleep	v
A1	slow	adj
A1	small	adj
A1	snake	n
A1	snow	n
A1	snow	v
A1	so	adv
A1	so	conj
A1	some	det
A1	some	pron
A1	somebody	pron
A1	someone	pron
A1	something	pron
A1	sometimes	adv
A1	son	n
A1	song	n
A1	soon	adv
A1	sorry	adj
A1	sorry	exclam
A1	sound	n
A1	sound	v
A1	soup	n
A1	south	adj
A1	south	adv
A1	south	n
A1	space	n
A1	speak	v
A1	special	adj
A1	spell	v
A1	spelling	n
A1	spend	v
A1	sport	n
A1	spring	n
A1	stand	v
A1	star	n
A1	start	v
A1	statement	n
A1	station	n
A1	stay	v
A1	still	adv
A1	stop	n
A1	stop	v
A1	story	n
A1	street	n
A1	strong	adj
A1	student	n
A1	study	n
A1	study	v
A1	style	n
A1	subject	n
A1	success	n
A1	sugar	n
A1	summer	n
A1	sun	n
A1	supermarket	n
A1	sure	adj
A1	sweater	n
A1	swim	v
A1	swimming	n
A1	table	n
A1	take	v
A1	talk	v
A1	tall	adj
A1	taxi	n
A1	tea	n
A1	teach	v
A1	teacher	n
A1	team	n
A1	teenager	n
A1	telephone	n
A1	telephone	v
A1	television	n
A1	tell	v
A1	ten	number
A1	tennis	n
A1	terrible	adj
A1	test	n
A1	test	v
A1	text	n
A1	than	conj
A1	thank	v
A1	thanks	exclam
A1	thanks	n
A1	that	conj
A1	that	det
A1	that	pron
A1	the	article
A1	the	deffnite
A1	theatre	n
A1	their	det
A1	them	pron
A1	then	adv
A1	there	adv
A1	they	pron
A1	thing	n
A1	think	v
A1	third	number
A1	thirsty	adj
A1	thirteen	number
A1	thirty	number
A1	this	det
A1	this	pron
A1	thousand	number
A1	three	number
A1	through	adv
A1	through	prep
A1	ticket	n
A1	time	n
A1	tired	adj
A1	title	n
A1	to	inffnitive
A1	to	marker
A1	to	prep
A1	today	adv
A1	today	n
A1	together	adv
A1	toilet	n
A1	tomato	n
A1	tomorrow	adv
A1	tomorrow	n
A1	tonight	adv
A1	tonight	n
A1	too	adv
A1	tooth	n
A1	topic	n
A1	tourist	n
A1	town	n
A1	traffic	n
A1	train	n
A1	travel	n
A1	travel	v
A1	tree	n
A1	trip	n
A1	trousers	n
A1	true	adj
A1	try	v
A1	turn	n
A1	turn	v
A1	twelve	number
A1	twenty	number
A1	twice	adv
A1	two	number
A1	type	n
A1	umbrella	n
A1	uncle	n
A1	under	adv
A1	under	prep
A1	understand	v
A1	university	n
A1	until	conj
A1	until	prep
A1	up	adv
A1	up	prep
A1	upstairs	adv
A1	us	pron
A1	use	v
A1	useful	adj
A1	usually	adv
A1	vacation	n
A1	vegetable	n
A1	very	adv
A1	video	n
A1	village	n
A1	visit	n
A1	visit	v
A1	visitor	n
A1	wait	v
A1	waiter	n
A1	wake	v
A1	walk	n
A1	walk	v
A1	wall	n
A1	want	v
A1	warm	adj
A1	wash	v
A1	watch	n
A1	watch	v
A1	water	n
A1	way	n
A1	we	pron
A1	wear	v
A1	weather	n
A1	website	n
A1	week	n
A1	weekend	n
A1	welcome	adj
A1	welcome	exclam
A1	welcome	v
A1	well	adj
A1	well	adv
A1	well	exclam
A1	west	adj
A1	west	adv
A1	west	n
A1	what	det
A1	what	pron
A1	when	adv
A1	when	conj
A1	when	pron
A1	where	adv
A1	where	conj
A1	which	det
A1	which	pron
A1	white	adj
A1	white	n
A1	who	pron
A1	why	adv
A1	wife	n
A1	will	modal
A1	will	v
A1	win	v
A1	window	n
A1	wine	n
A1	winter	n
A1	with	prep
A1	without	prep
A1	woman	n
A1	wonderful	adj
A1	word	n
A1	work	n
A1	work	v
A1	worker	n
A1	world	n
A1	would	modal
A1	would	v
A1	write	v
A1	writer	n
A1	writing	n
A1	wrong	adj
A1	yeah	exclam
A1	year	n
A1	yellow	adj
A1	yellow	n
A1	yes	exclam
A1	yesterday	adv
A1	yesterday	n
A1	you	pron
A1	young	adj
A1	your	det
A1	yourself	pron
A2	before	adv
A2	before	conj
A2	behave	v
A2	behaviour	n
A2	belong	v
A2	belt	n
A2	benefit	n
A2	best	adv
A2	best	n
A2	better	adv
A2	between	adv
A2	billion	number
A2	bin	n
A2	biology	n
A2	birth	n
A2	biscuit	n
A2	bit	n
A2	blank	adj
A2	blank	n
A2	blood	n
A2	blow	v
A2	board	n
A2	boil	v
A2	bone	n
A2	book	v
A2	borrow	v
A2	boss	n
A2	bottom	adj
A2	bottom	n
A2	bowl	n
A2	brain	n
A2	bridge	n
A2	bright	adj
A2	brilliant	adj
A2	broken	adj
A2	brush	n
A2	brush	v
A2	burn	v
A2	businessman	n
A2	button	n
A2	camp	n
A2	camp	v
A2	camping	n
A2	can	n
A2	care	n
A2	care	v
A2	careful	adj
A2	carefully	adv
A2	carpet	n
A2	cartoon	n
A2	case	n
A2	cash	n
A2	castle	n
A2	catch	v
A2	cause	n
A2	cause	v
A2	celebrate	v
A2	celebrity	n
A2	certain	adj
A2	certainly	adv
A2	chance	n
A2	character	n
A2	charity	n
A2	chat	n
A2	chat	v
A2	check	n
A2	chef	n
A2	chemistry	n
A2	chip	n
A2	choice	n
A2	church	n
A2	cigarette	n
A2	circle	n
A2	circle	v
A2	classical	adj
A2	clear	adj
A2	clearly	adv
A2	clever	adj
A2	climate	n
A2	close	adj
A2	closed	adj
A2	clothing	n
A2	cloud	n
A2	coach	n
A2	coast	n
A2	code	n
A2	colleague	n
A2	collect	v
A2	column	n
A2	comedy	n
A2	comfortable	adj
A2	comment	n
A2	communicate	v
A2	community	n
A2	compete	v
A2	competition	n
A2	complain	v
A2	completely	adv
A2	condition	n
A2	conference	n
A2	connect	v
A2	connected	adj
A2	consider	v
A2	contain	v
A2	context	n
A2	continent	n
A2	continue	v
A2	control	n
A2	control	v
A2	cook	n
A2	cooker	n
A2	copy	n
A2	copy	v
A2	corner	n
A2	correctly	adv
A2	count	v
A2	couple	n
A2	cover	v
A2	crazy	adj
A2	creative	adj
A2	credit	n
A2	crime	n
A2	criminal	n
A2	cross	n
A2	cross	v
A2	crowd	n
A2	crowded	adj
A2	cry	v
A2	cupboard	n
A2	curly	adj
A2	cycle	n
A2	cycle	v
A2	daily	adj
A2	danger	n
A2	dark	n
A2	data	n
A2	dead	adj
A2	deal	v
A2	dear	exclam
A2	death	n
A2	decision	n
A2	deep	adj
A2	definitely	adv
A2	degree	n
A2	dentist	n
A2	department	n
A2	depend	v
A2	desert	n
A2	designer	n
A2	destroy	v
A2	detective	n
A2	develop	v
A2	device	n
A2	diary	n
A2	differently	adv
A2	digital	adj
A2	direct	adj
A2	direction	n
A2	director	n
A2	disagree	v
A2	disappear	v
A2	disaster	n
A2	discover	v
A2	discovery	n
A2	discussion	n
A2	disease	n
A2	distance	n
A2	divorced	adj
A2	document	n
A2	double	adj
A2	double	det
A2	double	pron
A2	double	v
A2	download	n
A2	download	v
A2	downstairs	adj
A2	drama	n
A2	drawing	n
A2	dream	n
A2	dream	v
A2	drive	n
A2	driving	n
A2	drop	v
A2	drug	n
A2	dry	adj
A2	dry	v
A2	earn	v
A2	earth	n
A2	easily	adv
A2	education	n
A2	effect	n
A2	either	adv
A2	either	det
A2	either	pron
A2	electric	adj
A2	electrical	adj
A2	electricity	n
A2	electronic	adj
A2	employ	v
A2	employee	n
A2	employer	n
A2	empty	adj
A2	ending	n
